Term,Score,Polarity,isAcquired
unreadable,1,NEG,Y
unreal,1,POS,Y
unrealistic,1,NEG,Y
unreasonable,1,NEG,Y
unreasonably,1,NEG,Y
unrelenting,1,NEG,Y
unrelentingly,1,NEG,Y
unreliability,1,NEG,Y
unreliable,1,NEG,Y
unresolved,1,NEG,Y
unresponsive,1,NEG,Y
unrest,1,NEG,Y
unrestricted,1,POS,Y
unrivaled,1,POS,Y
unruly,1,NEG,Y
unsafe,1,NEG,Y
unsatisfactory,1,NEG,Y
unsavory,1,NEG,Y
unscrupulous,1,NEG,Y
unscrupulously,1,NEG,Y
unsecure,1,NEG,Y
unseemly,1,NEG,Y
unselfish,1,POS,Y
unsettle,1,NEG,Y
unsettled,1,NEG,Y
unsettling,1,NEG,Y
unsettlingly,1,NEG,Y
unskilled,1,NEG,Y
unsophisticated,1,NEG,Y
unsound,1,NEG,Y
unspeakable,1,NEG,Y
unspeakablely,1,NEG,Y
unspecified,1,NEG,Y
unstable,1,NEG,Y
unsteadily,1,NEG,Y
unsteadiness,1,NEG,Y
unsteady,1,NEG,Y
unsuccessful,1,NEG,Y
unsuccessfully,1,NEG,Y
unsupported,1,NEG,Y
unsupportive,1,NEG,Y
unsure,1,NEG,Y
unsuspecting,1,NEG,Y
unsustainable,1,NEG,Y
untenable,1,NEG,Y
untested,1,NEG,Y
unthinkable,1,NEG,Y
unthinkably,1,NEG,Y
untimely,1,NEG,Y
untouched,1,NEG,Y
untrue,1,NEG,Y
untrustworthy,1,NEG,Y
untruthful,1,NEG,Y
unusable,1,NEG,Y
unusably,1,NEG,Y
unuseable,1,NEG,Y
unuseably,1,NEG,Y
unusual,1,NEG,Y
unusually,1,NEG,Y
unviewable,1,NEG,Y
unwanted,1,NEG,Y
unwarranted,1,NEG,Y
unwatchable,1,NEG,Y
unwavering,1,POS,Y
unwelcome,1,NEG,Y
unwell,1,NEG,Y
unwieldy,1,NEG,Y
unwilling,1,NEG,Y
unwillingly,1,NEG,Y
unwillingness,1,NEG,Y
unwise,1,NEG,Y
unwisely,1,NEG,Y
unworkable,1,NEG,Y
unworthy,1,NEG,Y
unyielding,1,NEG,Y
upbeat,1,POS,Y
upbraid,1,NEG,Y
upgradable,1,POS,Y
upgradeable,1,POS,Y
upgraded,1,POS,Y
upheaval,1,NEG,Y
upheld,1,POS,Y
uphold,1,POS,Y
uplift,1,POS,Y
uplifting,1,POS,Y
upliftingly,1,POS,Y
upliftment,1,POS,Y
uprising,1,NEG,Y
uproar,1,NEG,Y
uproarious,1,NEG,Y
uproariously,1,NEG,Y
uproarous,1,NEG,Y
uproarously,1,NEG,Y
uproot,1,NEG,Y
upscale,1,POS,Y
upset,1,NEG,Y
upseting,1,NEG,Y
upsets,1,NEG,Y
upsetting,1,NEG,Y
upsettingly,1,NEG,Y
urgent,1,NEG,Y
usable,1,POS,Y
useable,1,POS,Y
useful,1,POS,Y
useless,1,NEG,Y
user-friendly,1,POS,Y
user-replaceable,1,POS,Y
usurp,1,NEG,Y
usurper,1,NEG,Y
utterly,1,NEG,Y
vagrant,1,NEG,Y
vague,1,NEG,Y
vagueness,1,NEG,Y
vain,1,NEG,Y
vainly,1,NEG,Y
valiant,1,POS,Y
valiantly,1,POS,Y
valor,1,POS,Y
valuable,1,POS,Y
vanity,1,NEG,Y
variety,1,POS,Y
vehement,1,NEG,Y
vehemently,1,NEG,Y
venerate,1,POS,Y
vengeance,1,NEG,Y
vengeful,1,NEG,Y
vengefully,1,NEG,Y
vengefulness,1,NEG,Y
venom,1,NEG,Y
venomous,1,NEG,Y
venomously,1,NEG,Y
vent,1,NEG,Y
verifiable,1,POS,Y
veritable,1,POS,Y
versatile,1,POS,Y
versatility,1,POS,Y
vestiges,1,NEG,Y
vex,1,NEG,Y
vexation,1,NEG,Y
vexing,1,NEG,Y
vexingly,1,NEG,Y
vibrant,1,POS,Y
vibrantly,1,POS,Y
vibrate,1,NEG,Y
vibrated,1,NEG,Y
vibrates,1,NEG,Y
vibrating,1,NEG,Y
vibration,1,NEG,Y
vice,1,NEG,Y
vicious,1,NEG,Y
viciously,1,NEG,Y
viciousness,1,NEG,Y
victimize,1,NEG,Y
victorious,1,POS,Y
victory,1,POS,Y
viewable,1,POS,Y
vigilance,1,POS,Y
vigilant,1,POS,Y
vile,1,NEG,Y
vileness,1,NEG,Y
vilify,1,NEG,Y
villainous,1,NEG,Y
villainously,1,NEG,Y
villains,1,NEG,Y
villian,1,NEG,Y
villianous,1,NEG,Y
villianously,1,NEG,Y
villify,1,NEG,Y
vindictive,1,NEG,Y
vindictively,1,NEG,Y
vindictiveness,1,NEG,Y
violate,1,NEG,Y
violation,1,NEG,Y
violator,1,NEG,Y
violators,1,NEG,Y
violent,1,NEG,Y
violently,1,NEG,Y
viper,1,NEG,Y
virtue,1,POS,Y
virtuous,1,POS,Y
virtuously,1,POS,Y
virulence,1,NEG,Y
virulent,1,NEG,Y
virulently,1,NEG,Y
virus,1,NEG,Y
visionary,1,POS,Y
vivacious,1,POS,Y
vivid,1,POS,Y
vociferous,1,NEG,Y
vociferously,1,NEG,Y
volatile,1,NEG,Y
volatility,1,NEG,Y
vomit,1,NEG,Y
vomited,1,NEG,Y
vomiting,1,NEG,Y
vomits,1,NEG,Y
vouch,1,POS,Y
vouchsafe,1,POS,Y
vulgar,1,NEG,Y
vulnerable,1,NEG,Y
wack,1,NEG,Y
wail,1,NEG,Y
wallow,1,NEG,Y
wane,1,NEG,Y
waning,1,NEG,Y
wanton,1,NEG,Y
war-like,1,NEG,Y
warily,1,NEG,Y
wariness,1,NEG,Y
warlike,1,NEG,Y
warm,1,POS,Y
warmer,1,POS,Y
warmhearted,1,POS,Y
warmly,1,POS,Y
warmth,1,POS,Y
warned,1,NEG,Y
warning,1,NEG,Y
warp,1,NEG,Y
warped,1,NEG,Y
wary,1,NEG,Y
washed-out,1,NEG,Y
waste,1,NEG,Y
wasted,1,NEG,Y
wasteful,1,NEG,Y
wastefulness,1,NEG,Y
wasting,1,NEG,Y
water-down,1,NEG,Y
watered-down,1,NEG,Y
wayward,1,NEG,Y
weak,1,NEG,Y
weaken,1,NEG,Y
weakening,1,NEG,Y
weaker,1,NEG,Y
weakness,1,NEG,Y
weaknesses,1,NEG,Y
wealthy,1,POS,Y
weariness,1,NEG,Y
wearisome,1,NEG,Y
weary,1,NEG,Y
wedge,1,NEG,Y
weed,1,NEG,Y
weep,1,NEG,Y
weird,1,NEG,Y
weirdly,1,NEG,Y
welcome,1,POS,Y
well,1,POS,Y
well-backlit,1,POS,Y
well-balanced,1,POS,Y
well-behaved,1,POS,Y
well-being,1,POS,Y
well-bred,1,POS,Y
well-connected,1,POS,Y
well-educated,1,POS,Y
well-established,1,POS,Y
well-informed,1,POS,Y
well-intentioned,1,POS,Y
well-known,1,POS,Y
well-made,1,POS,Y
well-managed,1,POS,Y
well-mannered,1,POS,Y
well-positioned,1,POS,Y
well-received,1,POS,Y
well-regarded,1,POS,Y
well-rounded,1,POS,Y
well-run,1,POS,Y
well-wishers,1,POS,Y
wellbeing,1,POS,Y
wheedle,1,NEG,Y
whimper,1,NEG,Y
whine,1,NEG,Y
whining,1,NEG,Y
whiny,1,NEG,Y
whips,1,NEG,Y
whoa,1,POS,Y
wholeheartedly,1,POS,Y
wholesome,1,POS,Y
whooa,1,POS,Y
whoooa,1,POS,Y
whore,1,NEG,Y
whores,1,NEG,Y
wicked,1,NEG,Y
wickedly,1,NEG,Y
wickedness,1,NEG,Y
wieldy,1,POS,Y
wild,1,NEG,Y
wildly,1,NEG,Y
wiles,1,NEG,Y
willing,1,POS,Y
willingly,1,POS,Y
willingness,1,POS,Y
wilt,1,NEG,Y
wily,1,NEG,Y
wimpy,1,NEG,Y
win,1,POS,Y
wince,1,NEG,Y
windfall,1,POS,Y
winnable,1,POS,Y
winner,1,POS,Y
winners,1,POS,Y
winning,1,POS,Y
wins,1,POS,Y
wisdom,1,POS,Y
wise,1,POS,Y
wisely,1,POS,Y
witty,1,POS,Y
wobble,1,NEG,Y
wobbled,1,NEG,Y
wobbles,1,NEG,Y
woe,1,NEG,Y
woebegone,1,NEG,Y
woeful,1,NEG,Y
woefully,1,NEG,Y
womanizer,1,NEG,Y
womanizing,1,NEG,Y
won,1,POS,Y
wonder,1,POS,Y
wonderful,1,POS,Y
wonderfully,1,POS,Y
wonderous,1,POS,Y
wonderously,1,POS,Y
wonders,1,POS,Y
wondrous,1,POS,Y
woo,1,POS,Y
work,1,POS,Y
workable,1,POS,Y
worked,1,POS,Y
works,1,POS,Y
world-famous,1,POS,Y
worn,1,NEG,Y
worried,1,NEG,Y
worriedly,1,NEG,Y
worrier,1,NEG,Y
worries,1,NEG,Y
worrisome,1,NEG,Y
worry,1,NEG,Y
worrying,1,NEG,Y
worryingly,1,NEG,Y
worse,1,NEG,Y
worsen,1,NEG,Y
worsening,1,NEG,Y
worst,1,NEG,Y
worth,1,POS,Y
worth-while,1,POS,Y
worthiness,1,POS,Y
worthless,1,NEG,Y
worthlessly,1,NEG,Y
worthlessness,1,NEG,Y
worthwhile,1,POS,Y
worthy,1,POS,Y
wound,1,NEG,Y
wounds,1,NEG,Y
wow,1,POS,Y
wowed,1,POS,Y
wowing,1,POS,Y
wows,1,POS,Y
wrangle,1,NEG,Y
wrath,1,NEG,Y
wreak,1,NEG,Y
wreaked,1,NEG,Y
wreaks,1,NEG,Y
wreck,1,NEG,Y
wrest,1,NEG,Y
wrestle,1,NEG,Y
wretch,1,NEG,Y
wretched,1,NEG,Y
wretchedly,1,NEG,Y
wretchedness,1,NEG,Y
wrinkle,1,NEG,Y
wrinkled,1,NEG,Y
wrinkles,1,NEG,Y
wrip,1,NEG,Y
wripped,1,NEG,Y
wripping,1,NEG,Y
writhe,1,NEG,Y
wrong,1,NEG,Y
wrongful,1,NEG,Y
wrongly,1,NEG,Y
wrought,1,NEG,Y
yawn,1,NEG,Y
yay,1,POS,Y
youthful,1,POS,Y
zap,1,NEG,Y
zapped,1,NEG,Y
zaps,1,NEG,Y
zeal,1,POS,Y
zealot,1,NEG,Y
zealous,1,NEG,Y
zealously,1,NEG,Y
zenith,1,POS,Y
zest,1,POS,Y
zippy,1,POS,Y
zombie,1,NEG,Y
FALSE,1,NEG,Y
